title,texto_lemmatizado
The Very Thought of You,"['[', ""'Comedy"", ""'"", ',', ""'Romance"", ""'"", ']', 'Laurence', 'recount', 'neighbour', 'life', 'long', 'friendship', 'Frank', 'Daniel', 'overturned', 'three', 'day', 'independently', 'meeting', ',', 'falling', ',', 'Martha', ',', 'idea', 'connection', '.', 'Slowly', 'tale', 'unfolds', ',', 'narrative', 'moving', 'backwards', 'forward', 'gradually', 'filling', 'gap', 'see', 'whole', 'picture']"
Chill Factor,"['[', ""'Action"", ""'"", ',', ""'Comedy"", ""'"", ',', ""'Thriller"", ""'"", ']', 'store', 'clerk', 'ice', 'cream', 'truck', 'driver', 'thrown', 'together', 'dying', 'scientist', 'entrusts', 'deadly', 'chemical', 'kept', 'ice', '.', 'chemical', 'kill', 'every', 'living', 'thing', 'melt', '.', 'take', 'chemical', 'codenamed', ""'Elvis"", ""'"", 'next', 'nearest', 'military', 'base', 'chased', 'terrorist', 'want', 'hold', 'country', 'ransom', '.']"
Outside Providence,"['[', ""'Romance"", ""'"", ',', ""'Comedy"", ""'"", ',', ""'Drama"", ""'"", ']', 'coming-of-age', 'comedy', ',', 'Tim', 'Dunphy', 'leading', 'go-nowhere', 'existence', ',', 'spending', 'day', 'smoking', 'pot', 'hanging', 'best', 'friend', ',', 'Drugs', 'Delaney', '.', 'Tim', ""'s"", 'lazy', 'day', 'getting', 'high', 'jettisoned', 'brush', 'law', 'convinces', 'blue-collar', 'dad', 'send', 'Connecticut', 'prep', 'school', '.', 'one', 'saving', 'grace', 'new', 'school', 'Jane', ',', 'fellow', 'student', 'Tim', 'fall', 'immediately', '.']"
Bedrooms and Hallways,"['[', ""'Comedy"", ""'"", ',', ""'Drama"", ""'"", ',', ""'Romance"", ""'"", ']', 'suggestion', 'friend', ',', 'gay', 'Leo', '(', 'Kevin', 'McKidd', ')', 'enters', 'therapy', 'many', 'failed', 'relationship', 'make', 'fear', 'social', 'life', '.', 'group', 'session', '(', 'led', 'Simon', 'Callow', ')', ',', 'Leo', 'come', 'clean', 'feeling', 'straight', 'member', 'group', '(', 'James', 'Purefoy', ')', ',', 'lead', 'affair', 'two', '.', 'situation', 'becomes', 'complicated', 'appearance', 'Leo', ""'s"", 'high', 'school', 'sweetheart', '(', 'Jennifer', 'Ehle', ')', ',', 'still', 'feeling', '.']"
I Woke Up Early The Day I Died,"['[', ""'Comedy"", ""'"", ']', 'mental', 'patient', 'escape', 'looney', 'bin', 'drag', ',', 'robs', 'bank', ',', 'go', 'lam', '!']"
West Beyrouth,"['[', ""'Romance"", ""'"", ',', ""'Drama"", ""'"", ',', ""'Comedy"", ""'"", ']', 'April', ',', '1975', ',', 'civil', 'war', 'break', ';', 'Beirut', 'partitioned', 'along', 'Moslem-Christian', 'line', '.', 'Tarek', 'high', 'school', ',', 'making', 'Super', '8', 'movie', 'friend', ',', 'Omar', '.', 'first', 'war', 'lark', ':', 'school', 'closed', ',', 'violence', 'fascinating', ',', 'getting', 'West', 'East', 'game', '.', 'mother', 'want', 'leave', ';', 'father', 'refuse', '.', 'Tarek', 'spends', 'time', 'May', ',', 'Christian', ',', 'orphaned', 'living', 'building', '.', 'accident', ',', 'Tarek', 'go', 'infamous', 'brothel', 'war-torn', 'Olive', 'Quarter', ',', 'meeting', 'legendary', 'madam', ',', 'Oum', 'Walid', '.', 'take', 'Omar', 'May', 'using', 'underwear', 'white', 'flag', 'safe', 'passage', '.', 'Family', 'tension', 'rise', '.', 'come', 'age', ',', 'war', 'move', 'inexorably', 'adventure', 'tragedy', '.']"
Stigmata,"['[', ""'Horror"", ""'"", ']', 'young', 'woman', 'strong', 'religious', 'belief', ',', 'Frankie', 'Paige', 'begin', 'strange', 'violent', 'experience', ',', 'showing', 'sign', 'wound', 'Jesus', 'received', 'crucified', '.', 'Vatican', 'get', 'word', 'Frankie', ""'s"", 'situation', ',', 'high-ranking', 'cardinal', 'request', 'Rev', '.', 'Andrew', 'Kiernan', 'investigate', 'case', '.', 'Soon', 'Kiernan', 'realizes', 'sinister', 'force', 'work', ',', 'try', 'rescue', 'Frankie', 'entity', 'plaguing', '.']"
Stir of Echoes,"['[', ""'Horror"", ""'"", ',', ""'Mystery"", ""'"", ',', ""'Thriller"", ""'"", ']', 'hypnotized', 'sister', 'law', ',', 'Tom', 'Witzky', 'begin', 'seeing', 'haunting', 'vision', 'girl', ""'s"", 'ghost', 'mystery', 'begin', 'unfold', 'around', '.']"
Best Laid Plans,"['[', ""'Drama"", ""'"", ',', ""'Thriller"", ""'"", ',', ""'Crime"", ""'"", ']', 'Rich', ',', 'successful', 'Bryce', 'meet', 'beautiful', 'Lissa', 'bar', 'one', 'night', 'invite', 'back', 'house', ',', 'suspecting', 'moment', 'Lissa', ""n't"", 'really', 'seems', '.', 'unfolds', 'next', 'dangerous', ',', 'tangled', 'web', 'double-crosses', 'seduction', '.']"
"Black Cat, White Cat","['[', ""'Comedy"", ""'"", ',', ""'Romance"", ""'"", ']', 'Matko', 'small', 'time', 'hustler', ',', 'living', 'Danube', '17', 'year', 'old', 'son', 'Zare', '.', 'failed', 'business', 'deal', 'owes', 'money', 'much', 'successful', 'gangster', 'Dadan', '.', 'Dadan', 'sister', ',', 'Afrodita', ',', 'desperately', 'want', 'see', 'get', 'married', 'strike', 'deal', ':', 'Zare', 'marry', '.']"
The Minus Man,"['[', ""'Drama"", ""'"", ',', ""'Thriller"", ""'"", ']', 'Minus', 'Man', '1999', 'film', 'based', 'novel', 'Lew', 'McCreary', '.', 'directed', 'Hampton', 'Fancher', ',', 'also', 'wrote', 'screenplay', '.', 'film', 'center', 'psychotic', 'killer', 'Fancher', 'describes', '``', 'cross', 'Psycho', ""'s"", 'Norman', 'Bates', ',', 'Melville', ""'s"", 'Billy', 'Budd', ""'s"", 'Chauncey', 'Gardner', ""''""]"
Whiteboyz,"['[', ""'Comedy"", ""'"", ',', ""'Drama"", ""'"", ',', ""'Music"", ""'"", ']', 'virtually', 'all-white', 'Iowa', 'town', ',', 'Flip', 'daydream', 'hip-hop', 'star', ',', 'hanging', 'Snoop', 'Doggy', 'Dogg', 'Dr.', 'Dre', '.', 'practice', 'front', 'mirror', 'two', 'pal', ',', 'James', 'Trevor', '.', 'talk', 'Black', 'slang', ',', 'dress', 'Black', '.', ""'s"", 'also', 'wannabe', 'pusher', ',', 'selling', 'flour', 'cocaine', '.', 'talk', '``', 'keeping', 'real', ',', ""''"", 'hardly', 'notice', 'real', 'life', 'around', ':', 'father', ""'s"", 'laid', ',', 'mother', 'us', 'Food', 'Stamps', ',', 'girlfriend', 'pregnant', ',', 'James', 'may', 'psychotic', ',', 'one', 'friend', '(', 'one', 'town', ""'s"", 'Black', 'kid', ')', 'preparing', 'college', ',', ',', 'trip', 'Chicago', 'try', 'buy', 'drug', ',', 'cop', 'shoot', 'real', 'bullet', '.', 'take', 'Flip', 'get', 'real', '?']"
The Adventures of Milo and Otis,"['[', ""'Adventure"", ""'"", ',', ""'Drama"", ""'"", ',', ""'Family"", ""'"", ']', 'story', 'two', 'animal', 'adventure', '.', 'Milo', ',', 'cat', ',', 'Otis', ',', 'dog', ',', 'two', 'animal', 'grew', 'together', 'farm', '.', 'One', 'day', ',', 'two', 'separated', 'begin', 'journey', 'find', '.', 'adventurous', ',', 'often', 'perilous', 'quest', 'find', 'two', 'animal', 'traveling', 'across', 'mountain', ',', 'plain', ',', 'snow-covered', 'land', 'searching', 'one', 'another', '.']"
Only Angels Have Wings,"['[', ""'Action"", ""'"", ',', ""'Adventure"", ""'"", ',', ""'Drama"", ""'"", ',', ""'Romance"", ""'"", ']', 'Geoff', 'Carter', '(', 'Cary', 'Grant', ')', 'head', 'crumbling', 'air', 'freight', 'service', 'desperate', 'need', 'replacement', 'pilot', '.', 'forced', 'hire', 'descredited', 'aviator', '(', 'Richard', 'Barthelmess', ')', 'arrives', 'wife', '(', 'Rita', 'Hayworth', ')', ',', 'Carter', ""'s"", 'ex-lover', '.', 'Meanwhile', ',', 'traveler', 'Bonnie', 'Lee', '(', 'Jean', 'Arthur', ')', 'try', 'get', 'close', 'emotionally', 'closed-off', 'Carter', '.', 'film', 'received', 'two', 'Academy', 'Award', 'nomination', '.']"
Othello,"['[', ""'Drama"", ""'"", ',', ""'Romance"", ""'"", ']', 'Desdemona', ',', 'daughter', 'Venetian', 'aristocrat', ',', 'elopes', 'Moorish', 'military', 'hero', 'Othello', ',', 'great', 'resentment', 'Othello', ""'s"", 'envious', 'underling', 'Iago', '.', 'Alas', ',', 'Iago', 'know', 'Othello', ""'s"", 'weakness', ',', 'chilling', 'malice', 'work', 'good', 'effect', '...']"
Queens Logic,"['[', ""'Comedy"", ""'"", ',', ""'Drama"", ""'"", ']', 'childhood', 'friend', 'Al', ',', 'Dennis', 'Eliot', 'get', 'together', 'Ray', ""'s"", 'wedding', ',', 'may', 'may', 'happen', ',', 'end', 'roller-coaster', 'ride', 'reality', '.', 'one', 'tumultuous', ',', 'crazy', 'weekend', ',', 'face', 'adulthood', 'new', 'found', 'maturity', 'discover', 'Queens', 'Logic', '.', 'comedy', 'take', 'look', 'friendship', ',', 'loyalty', ',', 'love', '.']"
Public Access,"['[', ""'Drama"", ""'"", ',', ""'Thriller"", ""'"", ']', 'Brewster', 'seems', 'almost', 'perfect', 'example', 'idyllic', 'small-town', 'America', ',', 'everyone', 'living', 'peace', 'harmony', '.', 'newcomer', 'Whiley', 'Pritcher', 'start', 'local', 'cable', 'TV', 'show', 'question', '``', ""'s"", 'wrong', 'Brewster', '?', '``', ',', 'surely', 'ca', ""n't"", 'deep', 'dark', 'secret', 'town', 'waiting', 'come', 'surface', '-', '?', 'question', 'becomes', '``', ""'s"", 'wrong', 'Brewster', '?', ""''"", 'thing', 'start', 'getting', 'seriously', 'nasty', '.']"
A Soldier's Story,"['[', ""'Drama"", ""'"", ',', ""'Mystery"", ""'"", ',', ""'War"", ""'"", ']', 'towm', 'Tynen', ',', 'Louisiana', ',', 'black', 'Master', 'Sergeant', 'found', 'shot', 'death', 'outside', 'local', 'Army', 'Base', '.', 'military', 'lawyer', ',', 'also', 'black', 'man', ',', 'sent', 'Washington', 'conduct', 'investigation', '.', 'Facing', 'uncooperative', 'chain', 'command', 'fearful', 'black', 'troop', ',', 'Captain', 'Davenport', 'must', 'battle', 'deceipt', 'prejudice', 'order', 'find', 'exactly', 'really', 'kill', 'Sergeant', 'Waters', '.']"
Alice Sweet Alice,"['[', ""'Horror"", ""'"", ',', ""'Mystery"", ""'"", ',', ""'Thriller"", ""'"", ']', 'Alice', 'withdrawn', '12-year-old', 'life', 'mother', 'younger', 'sister', ',', 'Karen', ',', 'get', 'attention', 'mother', ',', 'leaving', 'Alice', 'spotlight', '.', 'Karen', 'found', 'brutally', 'murdered', 'church', ',', 'suspicion', 'start', 'turn', 'toward', 'Alice', '.', 'could', '12-year-old', 'girl', 'really', 'capable', 'savagery', '?']"
Don't Look in the Basement,"['[', ""'Horror"", ""'"", ',', ""'Thriller"", ""'"", ']', 'young', 'psychiatric', 'nurse', 'go', 'work', 'lonesome', 'asylum', 'following', 'murder', '.', ',', 'experience', 'varying', 'degree', 'torment', 'patient', '.']"
Nightmares,"['[', ""'Science"", 'Fiction', ""'"", ',', ""'Horror"", ""'"", ']', 'collection', 'short', 'story', '.', 'one', 'woman', 'leaf', 'house', 'late', 'night', 'drive', 'store', 'killer', 'loose', 'encounter', 'problem', '.', 'second', 'arcade', 'whiz', 'kid', ""'s"", 'obsession', 'game', 'lead', 'deadly', 'consequence', '.', 'third', 'small', 'town', 'priest', 'loses', 'faith', 'decides', 'leave', 'town', ',', 'desert', 'stalked', 'mysterious', 'black', 'pick-up', 'truck', '.', 'final', 'story', ',', 'family', ""'s"", 'problem', 'rat', 'larger', 'think', '.']"
I Saw What You Did,"['[', ""'Horror"", ""'"", ',', ""'Mystery"", ""'"", ',', ""'Thriller"", ""'"", ']', 'two', 'teenager', 'make', 'prank', 'phone', 'call', 'stranger', ',', 'become', 'target', 'terror', 'whisper', '``', 'Saw', ',', 'Know', '!', ""''"", 'psychopath', 'Steve', 'Marek', 'murdered', 'wife', '.', 'somebody', 'else', 'know', 'terrible', 'crime', 'committed', 'night', ',', 'killer', ""'s"", 'desperately', 'amorous', 'neighbor', 'Amy', 'Nelson', '.']"
Yellow Submarine,"['[', ""'Animation"", ""'"", ',', ""'Fantasy"", ""'"", ',', ""'Music"", ""'"", ']', 'Blue', 'Meanies', 'take', 'Pepperland', ',', 'draining', 'color', 'music', ',', 'firing', 'anti-music', 'missile', ',', 'bonking', 'people', 'green', 'apple', ',', 'turning', 'inhabitant', 'stone', 'way', 'pointed', 'finger', 'giant', 'blue', 'glove', '.', 'survivor', ',', 'Lord', 'Admiral', 'escape', 'yellow', 'submarine', 'go', 'Liverpool', 'enlist', 'help', 'Beatles', '.']"
American Beauty,"['[', ""'Drama"", ""'"", ']', 'Lester', 'Burnham', ',', 'depressed', 'suburban', 'father', 'mid-life', 'crisis', ',', 'decides', 'turn', 'hectic', 'life', 'around', 'developing', 'infatuation', 'daughter', ""'s"", 'attractive', 'friend', '.']"
Stop Making Sense,"['[', ""'Documentary"", ""'"", ',', ""'Music"", ""'"", ']', 'David', 'Byrne', 'walk', 'onto', 'stage', 'solo', '``', 'Psycho', 'Killer', ""''"", '.', 'Jerry', 'Harrison', ',', 'Tina', 'Weymouth', 'Chris', 'Frantz', 'join', 'two', 'song', '.', 'crew', 'busy', ',', 'still', 'setting', '.', ',', 'three', 'musician', 'two', 'back-up', 'singer', 'join', 'band', '.', 'Everybody', 'sings', ',', 'play', ',', 'harmonizes', ',', 'dance', ',', 'run', '.', 'concert', 'film', ',', 'Talking', 'Heads', 'hardly', 'talk', ',', ""n't"", 'stop', ',', 'always', 'make', 'sense', '.']"
Blue Streak,"['[', ""'Action"", ""'"", ',', ""'Comedy"", ""'"", ',', ""'Crime"", ""'"", ']', 'Miles', 'Logan', 'jewel', 'thief', 'hit', 'big', 'time', 'stealing', 'huge', 'diamond', '.', 'However', ',', 'two', 'year', 'jail', ',', 'come', 'find', 'hid', 'diamond', 'police', 'building', 'built', 'time', 'robbery', '.', 'attempt', 'regain', 'diamond', ',', 'pose', 'LAPD', 'detective']"
For Love of the Game,"['[', ""'Drama"", ""'"", ',', ""'Romance"", ""'"", ']', 'baseball', 'legend', 'almost', 'finished', 'distinguished', 'career', 'age', 'forty', 'one', 'last', 'chance', 'prove', ',', 'capable', ',', 'win', 'heart', 'woman', 'loved', 'past', 'four', 'year', '.']"
Caligula,"['[', ""'Drama"", ""'"", ',', ""'History"", ""'"", ',', ""'Romance"", ""'"", ']', 'perversion', 'behind', 'imperial', 'Rome', ',', 'epic', 'story', 'Rome', ""'s"", 'mad', 'Emporer', '.', 'detail', 'cruel', ',', 'bizarre', 'reign', 'revealed', 'right', ':', 'unholy', 'sexual', 'passion', 'sister', ',', 'marriage', 'Rome', ""'s"", 'infamous', 'prostitute', ',', 'fiendishly', 'inventive', 'mean', 'disposing', 'would', 'oppose', ',', '.']"
A Hard Day's Night,"['[', ""'Comedy"", ""'"", ',', ""'Music"", ""'"", ']', 'Capturing', 'John', 'Lennon', ',', 'Paul', 'McCartney', ',', 'George', 'Harrison', 'Ringo', 'Starr', 'electrifying', 'element', ',', ""'"", 'Hard', 'Day', ""'s"", 'Night', ""'"", 'wildly', 'irreverent', 'journey', 'pastiche', 'day', 'life', 'Beatles', '1964', '.', 'band', 'use', 'guile', 'wit', 'avoid', 'pursuing', 'fan', 'press', 'reach', 'scheduled', 'television', 'performance', ',', 'spite', 'Paul', ""'s"", 'troublemaking', 'grandfather', 'Ringo', ""'s"", 'arrest', '.']"
Splendor,"['[', ""'Comedy"", ""'"", ']', 'Veronica', 'white-bread', 'beauty', 'searching', 'good', 'man', 'Los', 'Angeles', '.', 'slam', 'dancing', 'Halloween', 'rave', ',', 'meet', 'Abel', ',', 'sensitive', 'poet', '.', 'meet', 'Zed', ',', 'supersexy', 'tattooed', 'drummer', 'incredible', 'biceps', '.', 'choose', '?', 'go', 'true', 'love', 'cheap', 'sex', '?', 'ca', ""n't"", 'decide', 'chooses', '.', 'managing', 'nurture', 'picture-perfect', 'threesome', ',', 'along', 'come', 'Ernest', ',', 'rich', 'movie', 'director', 'deep', 'baby', 'blue', 'sweep', 'Veronica', 'foot', '.', ""'s"", 'girl', '?']"
Sugar Town,"['[', ""'Comedy"", ""'"", ']', 'Look', 'life', 'struggling', 'L.A.', 'scene', 'rock', 'star', 'follows', 'main', 'character', ',', 'Gwen', ',', 'quest', 'top', '.', 'Working', 'assistant', 'film', 'production', 'designer', ',', 'try', 'steal', 'boy', 'friend', 'music', 'producer', 'offering', 'sexual', 'favor', '.', 'producer', 'meanwhile', 'trying', 'orchestrate', 'comeback', 'former', 'glam', 'band', 'comprised', 'Michael', 'Des', 'Barres', ',', 'John', 'Taylor', 'Martin', 'Kemp', '.', 'Rosanna', 'Arquette', 'play', 'former', 'movie', 'star', 'wife', 'lead', 'singer', ',', 'fretting', 'offered', 'role', 'mother', 'one', 'new', 'ingenious', '.', 'Beverly', ""D'Angelo"", 'also', 'show', 'millionairess', 'agrees', 'bankroll', 'group', ',', 'get', 'roll', 'hay', 'lead', 'singer', '.', 'career', 'problem', ',', 'including', 'drug', 'proclivity', ',', 'represented', 'film', '.']"
The Buddy Holly Story,"['[', ""'Drama"", ""'"", ']', 'film', 'life', 'career', 'early', 'rock', 'roll', 'star', '.']"
Fright Night,"['[', ""'Horror"", ""'"", ']', 'Nobody', 'belief', 'teenager', 'Charley', 'Brewster', '(', 'William', 'Ragsdale', ')', 'discovers', 'suave', 'new', 'neighbor', ',', 'Jerry', 'Dandrige', '(', 'Chris', 'Sarandon', ')', ',', 'vampire', '.', 'bloodsucker', 'start', 'stalking', 'Charley', ',', 'turn', 'has-been', 'actor', 'Peter', 'Vincent', '(', 'Roddy', 'McDowall', ')', ',', 'famed', 'portraying', 'ghoul', 'hunter', '.', 'Unfortunately', 'would-be', 'vampire', 'slayer', ',', 'Dandrige', 'set', 'sight', 'Charley', ""'s"", 'girlfriend', '(', 'Amanda', 'Bearse', ')', 'clever', 'spoof', 'horror', 'genre', '.']"
Fright Night Part 2,"['[', ""'Comedy"", ""'"", ',', ""'Horror"", ""'"", ']', 'three', 'year', 'therapy', 'Charley', 'Brewster', ',', 'college', 'student', ',', 'convinced', 'Jerry', 'Dandridge', 'serial', 'killer', 'posing', 'vampire', '.', 'Regine', ',', 'mysterious', 'actress', 'entourage', 'move', 'Peter', 'Vincent', ""'s"", 'apartment', 'block', ',', 'nightmare', 'start', '-', 'time', ""'s"", 'personal', '!']"
La séparation,"['[', ""'Drama"", ""'"", ',', ""'Foreign"", ""'"", ']', 'Paris', ',', 'Pierre', 'Anne', 'living', 'together', 'couple', 'year', 'eighteen', 'month', 'son', 'Loulou', ',', 'stay', 'nanny', 'Laurence', 'day', 'work', '.', 'best', 'friend', 'couple', 'Victor', 'Claire', ',', 'also', 'married', 'live', 'together', '.', 'blue', ',', 'Pierre', 'feel', 'Anne', 'estranged', 'sooner', 'discloses', 'love', 'another', 'man', '.', 'Pierre', 'seems', 'accept', 'affair', 'relationship', 'rapidly', 'deteriorates', ',', 'Pierre', 'becomes', 'violent', '.']"
Barefoot in the Park,"['[', ""'Comedy"", ""'"", ',', ""'Romance"", ""'"", ']', 'film', 'based', 'Neil', 'Simon', 'play', ',', 'newlywed', 'Corie', ',', 'free', 'spirit', ',', 'Paul', 'Bratter', ',', 'uptight', 'lawyer', ',', 'share', 'sixth-floor', 'apartment', 'Greenwich', 'Village', '.', 'Soon', 'marriage', ',', 'Corie', 'try', 'find', 'companion', 'mother', ',', 'Ethel', ',', 'alone', ',', 'set', 'Ethel', 'neighbor', 'Victor', '.', 'Inappropriate', 'behavior', 'double', 'date', 'cause', 'conflict', ',', 'young', 'couple', 'considers', 'divorce', '.']"
Deliverance,"['[', ""'Drama"", ""'"", ',', ""'Adventure"", ""'"", ',', ""'Thriller"", ""'"", ']', 'Intent', 'seeing', 'Cahulawassee', 'River', ""'s"", 'turned', 'one', 'huge', 'lake', ',', 'outdoor', 'fanatic', 'Lewis', 'Medlock', 'take', 'friend', 'river-rafting', 'trip', ""'ll"", 'never', 'forget', 'dangerous', 'American', 'back-country', '.']"
Excalibur,"['[', ""'Fantasy"", ""'"", ',', ""'Adventure"", ""'"", ']', 'myth', 'King', 'Arthur', 'brought', 'screen', '.', 'Uthur', 'Pendragon', 'given', 'mystical', 'sword', 'Excalibur', 'Merlyn', '.', 'death', 'Uthur', 'buries', 'sword', 'stone', ',', 'next', 'man', 'pull', 'King', 'England', '.', 'Years', 'later', 'Arthur', ',', 'Uthur', ""'s"", 'bastard', 'son', 'draw', 'Excalibur', 'becomes', 'king', '.', 'Arthur', ""'s"", 'evil', 'half-sister', 'Morgana', 'sire', 'son', ',', 'may', 'prove', 'downfall', '.']"
Lulu on the Bridge,"['[', ""'Drama"", ""'"", ',', ""'Mystery"", ""'"", ',', ""'Romance"", ""'"", ',', ""'Thriller"", ""'"", ']', 'film', 'famous', 'jazz', 'saxophonist', ',', 'Izzy', ""'s"", 'life', 'forever', 'changed', 'accidentally', 'shot', '.']"
The Pajama Game,"['[', ""'Comedy"", ""'"", ',', ""'Music"", ""'"", ']', 'Employees', 'Sleeptite', 'Pajama', 'Factory', 'looking', 'whopping', 'seven-and-a-half', 'cent', 'hour', 'increase', 'wo', ""n't"", 'take', 'answer', '.', 'Babe', 'Williams', 'feisty', 'employee', 'representative', 'may', 'found', 'match', 'shop', 'superintendent', 'Sid', 'Sorokin', '.', 'two', 'get', 'together', 'wind', 'discussing', 'whole', 'lot', 'job', 'action', '!', 'Written', 'A.L', '.', 'Beneteau']"
Sommersby,"['[', ""'Drama"", ""'"", ',', ""'Thriller"", ""'"", ',', ""'Mystery"", ""'"", ',', ""'Romance"", ""'"", ']', 'Set', 'south', 'United', 'States', 'Civil', 'War', ',', 'Laurel', 'Sommersby', 'managing', 'work', 'farm', 'without', 'husband', 'Jack', ',', 'believed', 'killed', 'Civil', 'War', '.', 'account', ',', 'Jack', 'Sommersby', 'pleasant', 'man', ',', 'thus', 'return', ',', 'Laurel', 'mixed', 'emotion', '.', 'appears', 'Jack', 'changed', 'great', 'deal', ',', 'leading', 'people', 'believe', 'actually', 'Jack', 'imposter', '.', 'Laurel', 'unsure', ',', 'willing', 'take', 'man', 'home', ',', 'perhaps', 'later', 'heart', '...']"
Thumbelina,"['[', ""'Animation"", ""'"", ',', ""'Drama"", ""'"", ',', ""'Family"", ""'"", ',', ""'Fantasy"", ""'"", ']', 'tiny', 'girl', 'meet', 'fairy', 'prince', 'save', 'creature', 'wood', '.']"
Tommy,"['[', ""'Drama"", ""'"", ',', ""'Music"", ""'"", ']', 'psychosomatically', 'deaf', ',', 'dumb', 'blind', 'boy', 'becomes', 'master', 'pinball', 'player', 'object', 'religious', 'cult', '.']"
